hash	short	date	author	subject
f2947f5b65409609dd1d978d8403deed5ed66fcc	f2947f5	2026-05-28	Codex	eval: extract tool routing scorer
015ac6022f80d0903b323bf3c6f6908bbb104e24	015ac60	2026-05-28	Codex	eval: include local tools in routing universe
75282a6fd4df09ed2195534fee2e304e90307802	75282a6	2026-05-28	Codex	eval: add c1 routing claim runner
eca66b73dfb3c2643d832dd054859a3afb0dd0ea	eca66b7	2026-05-28	Codex	eval: add c1 claim cli entry
447f0358dd7d70604a68f149ef986adb41a9975c	447f035	2026-05-28	Codex	eval: handle array embeddings in store fingerprints
dd4115b01bdd2a7b5dfa72d3b31409baf96bc148	dd4115b	2026-05-28	Codex	eval: add ranked retrieval metrics
28e996f8114c6b05a8aadd09fe69417a31137692	28e996f	2026-05-28	Codex	eval: add c2 retrieval runner
b2d4b8d088aaf7b7209efcb281faab80324f0df7	b2d4b8d	2026-05-28	Codex	eval: wire c2 claim cli
2e36b7a5adca547649929674659e2f0ca791f4c7	2e36b7a	2026-05-28	Codex	eval: add c3 validator evaluator
955a5cb39ad08273d5878ae4a12a2d09baed9967	955a5cb	2026-05-28	Codex	eval: add c3 reviewer classifier evaluator
f0215104bd0b1142111966580fb35f6a5656345b	f021510	2026-05-28	Codex	eval: add c3 session validation evaluator
d0d843f738ae2fd4d8856bf7a911fe4df9981431	d0d843f	2026-05-28	Codex	eval: wire c3 claim cli
3a254e28e85169c19060d870d95b1aaadd291180	3a254e2	2026-05-28	Codex	eval: add c4 checklist evaluator
342304dff4270ebeff42bac5c453a9172a2ea065	342304d	2026-05-28	Codex	eval: wire c4 claim cli
4bbaff49c5802583150a151aa90fae71bdc24f28	4bbaff4	2026-05-28	Codex	eval: add beir scifact benchmark spike
61be2912929c56080b565a3628c0c0c46a9fe615	61be291	2026-05-28	Codex	eval: add slash command
3c0f9ea900fd0fa055438588914ded4220fc34f5	3c0f9ea	2026-05-28	Codex	docs: add evaluation package readme
85d6590022fc4d008c8371ddc7d2aa4e847d142b	85d6590	2026-05-30	Codex	agent: disable temperature for reasoning-model main LLM
a572356d8d88c4044637485c2421fc05c2ba2079	a572356	2026-05-30	Codex	chore: consolidate stray notes/ into note/ convention
379e4b6897d3630cf938f57c5f71c4ada9b6c4be	379e4b6	2026-05-30	Codex	docs: record C1 routing eval first-run findings
72ff55f5907d8bc16eccebfb49cd1f4c6ef9e607	72ff55f	2026-05-30	Codex	feat(eval): instrument C1 runner for runaway diagnosis (Phase 0)
370d0ac58301e6793363ce5eb0496694ebb09478	370d0ac	2026-05-30	Codex	docs: add fix plan for agent tool-call runaway
21510ed6ed8e411bdb80c4993ba59d20de8718a1	21510ed	2026-05-30	Codex	docs: add tool-call runaway debug note
7e8c639d8d3788f202f9ed9121907f70a2310613	7e8c639	2026-05-30	Codex	docs: reprioritize fix plan after Phase 0 findings
63a09dea5409683ecb9ce51e9835f471d746d4e5	63a09de	2026-05-30	Codex	fix(agent): align tool budget with visible tool history
4333fa4374e2b765c91c0a14bf473b27f5a79e45	4333fa4	2026-05-31	Codex	fix(agent): strip tool calls from exhausted raw model response
c59807db0a00e08c32939c1a329b912be37705f3	c59807d	2026-05-31	Codex	eval: record dev claim run
c52268174d162e44c2c04fa8665c0b3c1cf7e88e	c522681	2026-05-31	Codex	docs(eval): add 2026-05-31 claim run note with dataset inventory
ae55ef5721fcef4e20db777788e1dea97a1ad9c7	ae55ef5	2026-05-31	Codex	docs: reconstruct info.md to match current agent architecture
c88b50498bb5ca7b8e970d93d707e52474a76874	c88b504	2026-05-31	Codex	Example for Extended Thinking mode added
aff7f99c4cbbdcf58a2d975624c39baf7a7670c8	aff7f99	2026-05-31	Codex	Document extended thinking scope behavior
c94604a29365e70b651e5fb8fc5666515ab51e94	c94604a	2026-06-14	Codex	docs: organize pending problem books
639f48d2ce14161328ffc908dee60e4a3b363e22	639f48d	2026-06-14	Codex	docs: use codex agents file
c6f277c4ee22502168c673791eb1a1e0644a2d25	c6f277c	2026-06-14	Codex	fix: parse skill frontmatter with pyyaml
147754ef5bbf361786d05151573d3c46f49b380e	147754e	2026-06-14	Codex	chore: remove completed frontmatter task
63184937435d46677bfd6ecbdd004a6830ce9781	6318493	2026-06-14	Codex	refactor: single-source the base tool inventory
53ef61c212cc6a2c986b0b914f0507fda7e7228b	53ef61c	2026-06-14	Codex	chore: close base-tool-inventory-single-source task
62fac4349f0f80e0d2dccb43019170d82194cdb2	62fac43	2026-06-14	Codex	fix: derive tool-availability fallback from the base inventory
857ff0bb4fa9adfb929ca5c8c0df38ac95ccc512	857ff0b	2026-06-14	Codex	chore: close agent-history-tool-availability task
ca26bcf92566688f513a92949a49e8776d9423f2	ca26bcf	2026-06-14	Codex	test: regress archived history-recall failure scenario
b265a425d43d6920a66191c76b740fc0af3d8a3c	b265a42	2026-06-14	Codex	chore: close agent-history-recall-user-facing-failure task
b0e675f1faa261c24ad3f4755806f8ce7c7035d9	b0e675f	2026-06-15	Codex	refactor: centralize skill state serialization
e61c99093a2870062fbb31923775ebbf5b0ecf9b	e61c990	2026-06-15	Codex	fix(llm): delegate OpenRouter retries to client
5947563d65aefccbda20907739eed716fb7dfe3f	5947563	2026-06-15	Codex	chore: close openrouter-retry-cleanup task
e43baaa7bd037cea5e19e7b6d904f97438cd8863	e43baaa	2026-06-15	Codex	fix(llm): forward llm_max_retries to thinking role models
6424539ed1b68806614025ada28f6d716eca242b	6424539	2026-06-15	Codex	fix(agent): add graceful give-up rule to base tool workflow prompt
bea1d6ef15fc99865c2cc4da0e470fc45f9fbfe5	bea1d6e	2026-06-15	Codex	test(eval): reclassify C1 embedding case as graceful give-up
468126ac6914bb23d01fea8e2dec754602664056	468126a	2026-06-15	Codex	feat(eval): add give-up answer scoring and progress to C1 routing
050e07eae8166381a9cc71aebdffc10242c8bd96	050e07e	2026-06-15	Codex	test(agent): assert tool cap holds across multi-round parallel calls
ad72c3456f943de64a3a1fbec34ad7e5b97083ab	ad72c34	2026-06-15	Codex	docs(config): document data-backed agent tool-call cap default
d08ba17782204c23030a9216fd04daac6164a377	d08ba17	2026-06-15	Codex	chore: mark agent-tool-call-runaway-followups task done
48cd5b27cd21e909c480ca26e7f3a6bfb439428e	48cd5b2	2026-06-15	Codex	fix(eval): sync BehaviorEvaluator embedding case to graceful give-up
5070cc3c876c0ee7de0b01b62f02c2f33fe8c0c1	5070cc3	2026-06-15	Codex	test(eval): guard against C1/behavior spec drift
12508b5af284f09df6da331126b15da17e37326d	12508b5	2026-06-15	Codex	chore: remove completed runaway follow-up task
f213adac317847b93e84ed23692399c8dd663912	f213ada	2026-06-15	Codex	refactor(llm): standardize chat model access
f826e4158525cb352da835a757efc8706b8b01db	f826e41	2026-06-15	Codex	chore(tasks): remove solved llm access card
e36ef78f2ba1a7e554ebda62b38dbefd0659c823	e36ef78	2026-06-15	Codex	chore(eval): add full eval runner
ca8d08f70e45a82491231ecd72306fd19236ef5a	ca8d08f	2026-06-15	Codex	fix(eval): keep full runner ledger-only
5ae47a63f976356446ac7f4f60da12555a2ae937	5ae47a6	2026-06-15	Codex	test(eval): record full dev eval run
e23d36fbd006d46893937cfb01050b3787c2cff6	e23d36f	2026-06-15	Codex	docs(note): add june 15 eval report
fa1cd8d36cce81cdb74da2608e124b95eea9f2d5	fa1cd8d	2026-06-15	Codex	docs(note): revise june 15 report focus
